IDVENTA;ID_USUARIO;FECHAVENTA;TIPOVENTA;IMPORTE;NUMVENTAS;IMPORTES;VP Informe;BONO;SUSCRIPCION;VP Listado
49358076,00;7695410,00;28/3/2019 0:00:00;Bono;300000;1;300000,00;;1;;
49362962,00;7679628,00;29/3/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49367516,00;7674566,00;28/3/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49370000,00;7696717,00;29/3/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
49371760,00;6902799,00;29/3/2019 0:00:00;VP Informe;15000;2;50000,00;1;;;
49380482,00;7697344,00;29/3/2019 0:00:00;VP Informe;65000;9;585000,00;1;;;
49381548,00;7697432,00;29/3/2019 0:00:00;VP Informe;25000;8;174000,00;1;;;
49382330,00;7697511,00;29/3/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49390237,00;7001224,00;29/3/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
49393144,00;7697945,00;29/3/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
49398526,00;7699567,00;30/3/2019 0:00:00;VP Informe;15000;2;85000,00;1;;;
49398745,00;7699627,00;30/3/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49399525,00;7699765,00;30/3/2019 0:00:00;VP Informe;15000;6;240000,00;1;;;
49402723,00;7700537,00;31/3/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49403368,00;7624430,00;31/3/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49410745,00;7664961,00;1/4/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49413529,00;7701690,00;1/4/2019 0:00:00;VP Informe;65000;4;170000,00;1;;;
49414765,00;7701704,00;1/4/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
49415152,00;7701919,00;1/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49417346,00;7702221,00;1/4/2019 0:00:00;VP Informe;25000;2;65000,00;1;;;
49417886,00;7702260,00;1/4/2019 0:00:00;Bono;150000;3;348000,00;1;1;;
49424221,00;7283775,00;1/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49424473,00;7703092,00;1/4/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
49424492,00;7703043,00;1/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49425084,00;7703206,00;2/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49429191,00;7638825,00;2/4/2019 0:00:00;VP Informe;9000;1;9000,00;1;;;
49431820,00;6992011,00;2/4/2019 0:00:00;VP Informe;9000;1;9000,00;1;;;
49432434,00;7700273,00;2/4/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49434258,00;7704091,00;2/4/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
49436238,00;7704294,00;2/4/2019 0:00:00;VP Informe;15000;11;225000,00;1;;;
49439875,00;7535684,00;2/4/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49444354,00;7611483,00;2/4/2019 0:00:00;VP Informe;9000;1;9000,00;1;;;
49446512,00;7705128,00;2/4/2019 0:00:00;VP Informe;15000;6;90000,00;1;;;
49458188,00;7706762,00;31/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49468179,00;7702943,00;3/4/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49471008,00;7043353,00;3/4/2019 0:00:00;VP Informe;35000;2;50000,00;1;;;
49471009,00;7705599,00;3/4/2019 0:00:00;Suscripción;414000;1;414000,00;;;1;
49477952,00;7708962,00;4/4/2019 0:00:00;Bono;150000;2;450000,00;;1;;
49480690,00;7702629,00;4/4/2019 0:00:00;VP Informe;70000;2;95000,00;1;;;
49484349,00;7709465,00;4/4/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
49486065,00;7167583,00;4/4/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49507237,00;7711412,00;5/4/2019 0:00:00;VP Informe;15000;3;45000,00;1;;;
49525711,00;7713512,00;8/4/2019 0:00:00;VP Informe;15000;2;50000,00;1;;;
49528108,00;7714073,00;6/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49530169,00;7714411,00;7/4/2019 0:00:00;VP Informe;35000;5;160000,00;1;;;
49531462,00;7714732,00;7/4/2019 0:00:00;VP Informe;15000;8;815000,00;1;1;;
49536394,00;7713275,00;8/4/2019 0:00:00;Bono;150000;2;185000,00;1;1;;
49543596,00;7444081,00;8/4/2019 0:00:00;VP Informe;25000;11;255000,00;1;;;
49555811,00;7717416,00;8/4/2019 0:00:00;VP Informe;35000;8;285000,00;1;;;
49560969,00;7536838,00;9/4/2019 0:00:00;Suscripción;252000;1;252000,00;;;1;
49567009,00;7718802,00;9/4/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49572408,00;7719304,00;9/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49573603,00;7717231,00;9/4/2019 0:00:00;Bono;150000;1;150000,00;;1;;
49587642,00;6880019,00;10/4/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
49595820,00;7721343,00;10/4/2019 0:00:00;Suscripción;414000;2;439000,00;1;;1;
49596624,00;7721588,00;10/4/2019 0:00:00;VP Informe;70000;8;1085000,00;1;1;;
49610405,00;7722538,00;10/4/2019 0:00:00;VP Informe;40000;2;55000,00;1;;;
49611727,00;7578229,00;10/4/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49612276,00;7722882,00;10/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49635458,00;7445723,00;11/4/2019 0:00:00;VP Listado;515460;1;515460,00;;;;1
49638259,00;7725363,00;12/4/2019 0:00:00;VP Informe;15000;2;50000,00;1;;;
49682490,00;7726702,00;12/4/2019 0:00:00;VP Listado;1257990;5;3880390,00;;;;1
49684812,00;7251045,00;12/4/2019 0:00:00;VP Informe;40000;2;55000,00;1;;;
49686804,00;7625182,00;13/4/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
49693267,00;7190373,00;13/4/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
49702999,00;7729323,00;15/4/2019 0:00:00;Bono;500000;15;2040000,00;1;1;;
49710322,00;7723957,00;15/4/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49712969,00;7677117,00;15/4/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49717047,00;7704577,00;15/4/2019 0:00:00;VP Informe;25000;2;65000,00;1;;;
49719018,00;7691567,00;15/4/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
49724308,00;7730389,00;15/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49728251,00;7730513,00;15/4/2019 0:00:00;Suscripción;252000;1;252000,00;;;1;
49731282,00;7720976,00;15/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49736442,00;7480175,00;15/4/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
49743524,00;7731205,00;16/4/2019 0:00:00;VP Informe;15000;2;40000,00;1;;;
49743610,00;7710162,00;16/4/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
49745515,00;7596436,00;16/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49758142,00;7732402,00;16/4/2019 0:00:00;Suscripción;252000;1;252000,00;;;1;
49771528,00;7595947,00;17/4/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
49772427,00;7733780,00;17/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49773761,00;7512915,00;17/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49779533,00;7734382,00;17/4/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
49791533,00;7596486,00;18/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49798763,00;7734770,00;20/4/2019 0:00:00;VP Informe;35000;2;100000,00;1;;;
49798922,00;7736308,00;20/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49799652,00;7736493,00;20/4/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
49810724,00;7118604,00;22/4/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
49817874,00;7738745,00;22/4/2019 0:00:00;Bono;150000;3;180000,00;1;1;;
49820728,00;7738445,00;22/4/2019 0:00:00;Bono;150000;1;150000,00;;1;;
49822433,00;7102586,00;22/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49835473,00;7727500,00;23/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49841551,00;7448396,00;23/4/2019 0:00:00;Bono;500000;4;1124000,00;1;1;1;
49843981,00;7741587,00;23/4/2019 0:00:00;VP Informe;65000;2;100000,00;1;;;
49850125,00;7742550,00;23/4/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
49851844,00;7742767,00;24/4/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
49852534,00;7636847,00;24/4/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
49860782,00;7743631,00;24/4/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
49867481,00;7744259,00;24/4/2019 0:00:00;Bono;300000;4;2300000,00;;1;;
49885284,00;7738291,00;25/4/2019 0:00:00;VP Informe;15000;2;85000,00;1;;;
49894890,00;7479430,00;25/4/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
49914456,00;7748672,00;26/4/2019 0:00:00;VP Informe;15000;2;30000,00;1;;;
49914560,00;7397508,00;26/4/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
49916354,00;7748798,00;26/4/2019 0:00:00;Bono;14000;13;614000,00;1;1;;
49920385,00;7683313,00;26/4/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
49924460,00;7680688,00;26/4/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49935224,00;7717195,00;27/4/2019 0:00:00;VP Informe;35000;3;100000,00;1;;;
49937125,00;7750628,00;27/4/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
49938983,00;7699369,00;28/4/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49939371,00;7751174,00;29/4/2019 0:00:00;VP Informe;70000;2;105000,00;1;;;
49940194,00;7613978,00;28/4/2019 0:00:00;VP Informe;9000;1;9000,00;1;;;
49945950,00;7752245,00;29/4/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
49949674,00;7750850,00;29/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49950922,00;7752829,00;29/4/2019 0:00:00;Suscripción;414000;6;20955510,00;;;1;1
49951048,00;7752517,00;29/4/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49951776,00;7750119,00;29/4/2019 0:00:00;Suscripción;252000;1;252000,00;;;1;
49954055,00;7753261,00;29/4/2019 0:00:00;VP Informe;65000;3;430000,00;1;1;;
49961733,00;7753176,00;29/4/2019 0:00:00;VP Informe;25000;2;95000,00;1;;;
49963145,00;7754456,00;30/4/2019 0:00:00;VP Informe;15000;2;30000,00;1;;;
49980825,00;7755982,00;30/4/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
49980877,00;7755969,00;30/4/2019 0:00:00;VP Informe;35000;4;140000,00;1;;;
49981628,00;7756080,00;30/4/2019 0:00:00;VP Informe;35000;2;60000,00;1;;;
49983809,00;7736091,00;30/4/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49987342,00;7683642,00;1/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49990030,00;7740249,00;2/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
49990734,00;7757491,00;2/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49993994,00;7756158,00;2/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
49997114,00;6871584,00;2/5/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
49999434,00;7758645,00;2/5/2019 0:00:00;VP Listado;4320000;1;4320000,00;;;;1
50001395,00;7758833,00;2/5/2019 0:00:00;VP Listado;568000;3;1568000,00;;1;;1
50004209,00;7759099,00;2/5/2019 0:00:00;VP Informe;15000;2;50000,00;1;;;
50006247,00;7759206,00;2/5/2019 0:00:00;VP Informe;35000;2;100000,00;1;;;
50083744,00;7760888,00;3/5/2019 0:00:00;VP Informe;65000;3;195000,00;1;;;
50085889,00;7595884,00;3/5/2019 0:00:00;VP Informe;15000;3;45000,00;1;;;
50091674,00;7761845,00;6/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50106099,00;7763692,00;5/5/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50109919,00;7570968,00;6/5/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
50115090,00;7588914,00;6/5/2019 0:00:00;VP Informe;65000;6;210000,00;1;;;
50116939,00;7264153,00;6/5/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
50121235,00;7638763,00;6/5/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
50127334,00;7154061,00;6/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50130066,00;7623952,00;6/5/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50130125,00;7400091,00;9/5/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
50137776,00;7766124,00;7/5/2019 0:00:00;VP Informe;35000;7;210000,00;1;;;
50142850,00;7767496,00;7/5/2019 0:00:00;VP Listado;442330;1;442330,00;;;;1
50150381,00;7677458,00;7/5/2019 0:00:00;VP Informe;40000;4;165000,00;1;;;
50150453,00;7759010,00;7/5/2019 0:00:00;Bono;150000;1;150000,00;;1;;
50151276,00;7768437,00;7/5/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
50157012,00;7769012,00;7/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50157289,00;7767897,00;7/5/2019 0:00:00;Bono;150000;1;150000,00;;1;;
50159359,00;7769623,00;8/5/2019 0:00:00;VP Informe;40000;5;175000,00;1;;;
50162592,00;7764953,00;9/5/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
50172181,00;7770991,00;8/5/2019 0:00:00;VP Informe;15000;2;50000,00;1;;;
50173569,00;7722903,00;8/5/2019 0:00:00;VP Listado;248500;1;248500,00;;;;1
50178409,00;6891913,00;8/5/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
50179119,00;7770843,00;8/5/2019 0:00:00;Suscripción;252000;1;252000,00;;;1;
50181422,00;7772100,00;8/5/2019 0:00:00;VP Informe;35000;3;105000,00;1;;;
50181883,00;7772262,00;8/5/2019 0:00:00;VP Informe;35000;2;75000,00;1;;;
50182817,00;7772433,00;9/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50184140,00;7772612,00;9/5/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50190995,00;7299601,00;9/5/2019 0:00:00;Bono;150000;1;150000,00;;1;;
50191742,00;7773096,00;9/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50192438,00;7174202,00;9/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50201128,00;7774129,00;9/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50202447,00;7740049,00;9/5/2019 0:00:00;Bono;1000000;1;1000000,00;;1;;
50205485,00;7774316,00;9/5/2019 0:00:00;VP Listado;248500;1;248500,00;;;;1
50215937,00;7775777,00;10/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50225468,00;7776634,00;10/5/2019 0:00:00;VP Informe;25000;5;135000,00;1;;;
50228391,00;7776837,00;10/5/2019 0:00:00;VP Informe;35000;3;90000,00;1;;;
50233797,00;7543474,00;11/5/2019 0:00:00;VP Informe;35000;3;105000,00;1;;;
50238748,00;7778648,00;12/5/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
50249725,00;7766987,00;13/5/2019 0:00:00;VP Informe;35000;2;60000,00;1;;;
50250922,00;7779802,00;13/5/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
50254600,00;7502357,00;13/5/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50256292,00;7149983,00;13/5/2019 0:00:00;VP Informe;15000;4;90000,00;1;;;
50268392,00;7173270,00;13/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50278557,00;7782547,00;14/5/2019 0:00:00;VP Informe;65000;3;430000,00;1;1;;
50279481,00;7782254,00;14/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50281494,00;7782915,00;14/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50282166,00;7783011,00;14/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50288436,00;7433980,00;14/5/2019 0:00:00;VP Listado;248500;1;248500,00;;;;1
50291108,00;7783793,00;14/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50295788,00;7784299,00;14/5/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
50301078,00;7483174,00;14/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50301624,00;7784883,00;14/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50301909,00;7785023,00;14/5/2019 0:00:00;VP Informe;35000;5;175000,00;1;;;
50306409,00;7785462,00;15/5/2019 0:00:00;Bono;300000;6;2600000,00;;1;;
50307245,00;7785532,00;15/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50322590,00;7786442,00;15/5/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50323208,00;7787029,00;15/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50329318,00;7787810,00;15/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50329460,00;7787833,00;16/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50334669,00;7758022,00;16/5/2019 0:00:00;VP Listado;3041640;1;3041640,00;;;;1
50335449,00;7788330,00;16/5/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50337789,00;7788550,00;16/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50355274,00;7790432,00;16/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50355381,00;7756517,00;16/5/2019 0:00:00;VP Informe;25000;7;220000,00;1;;;
50355569,00;7774853,00;16/5/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50372053,00;7792087,00;17/5/2019 0:00:00;VP Informe;70000;2;140000,00;1;;;
50373450,00;7776116,00;17/5/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
50383268,00;7793174,00;18/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50386379,00;7793901,00;18/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50390740,00;7605519,00;20/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50394537,00;7779955,00;20/5/2019 0:00:00;VP Informe;25000;10;390000,00;1;1;;
50423858,00;7797879,00;21/5/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
50424406,00;7764631,00;21/5/2019 0:00:00;VP Informe;65000;2;215000,00;1;1;;
50434867,00;7799125,00;21/5/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
50441466,00;7787991,00;21/5/2019 0:00:00;Bono;300000;1;300000,00;;1;;
50465063,00;7801094,00;22/5/2019 0:00:00;VP Informe;70000;4;820000,00;1;1;;
50471277,00;7800582,00;22/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50473310,00;7801039,00;22/5/2019 0:00:00;VP Informe;35000;2;75000,00;1;;;
50477540,00;7789823,00;22/5/2019 0:00:00;VP Informe;65000;5;300000,00;1;;;
50479625,00;7802422,00;22/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50496575,00;7802352,00;23/5/2019 0:00:00;VP Informe;35000;64;3650000,00;1;;;
50499581,00;7803908,00;23/5/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
50499926,00;7803859,00;23/5/2019 0:00:00;VP Informe;110000;16;570000,00;1;;;
50512815,00;7805039,00;23/5/2019 0:00:00;Suscripción;252000;1;252000,00;;;1;
50517546,00;7805745,00;23/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50519624,00;7805974,00;24/5/2019 0:00:00;VP Informe;15000;2;55000,00;1;;;
50538631,00;7806915,00;24/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50546403,00;7779739,00;25/5/2019 0:00:00;VP Informe;70000;2;110000,00;1;;;
50551868,00;7810659,00;27/5/2019 0:00:00;VP Listado;1197950;1;1197950,00;;;;1
50553575,00;7809164,00;25/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50555116,00;7809711,00;26/5/2019 0:00:00;VP Informe;65000;3;215000,00;1;;;
50560186,00;7319716,00;27/5/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50561139,00;7810651,00;27/5/2019 0:00:00;VP Informe;15000;3;80000,00;1;;;
50567510,00;7785489,00;27/5/2019 0:00:00;VP Informe;25000;4;105000,00;1;;;
50574538,00;7811828,00;27/5/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50585180,00;7813456,00;28/5/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
50591079,00;7813903,00;28/5/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50591558,00;7322581,00;28/5/2019 0:00:00;Bono;300000;2;600000,00;;1;;
50602090,00;7814933,00;28/5/2019 0:00:00;VP Informe;15000;2;50000,00;1;;;
50608073,00;7815158,00;28/5/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
50636254,00;7816750,00;29/5/2019 0:00:00;VP Listado;254890;1;254890,00;;;;1
50656102,00;7751280,00;29/5/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
50667198,00;7818497,00;30/5/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
50687806,00;7819192,00;30/5/2019 0:00:00;VP Informe;35000;5;163000,00;1;;;
50704280,00;7582312,00;30/5/2019 0:00:00;VP Informe;7500;1;7500,00;1;;;
50716808,00;7278432,00;31/5/2019 0:00:00;VP Informe;65000;2;80000,00;1;;;
50734980,00;7572459,00;1/6/2019 0:00:00;VP Informe;7500;2;27500,00;1;;;
50735592,00;7327623,00;1/6/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50735670,00;7823287,00;1/6/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
50741289,00;7371969,00;2/6/2019 0:00:00;VP Informe;15000;2;50000,00;1;;;
50743613,00;7824359,00;3/6/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
50743614,00;7824402,00;6/6/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
50745744,00;7824967,00;4/6/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
50754632,00;7825439,00;4/6/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50761227,00;7822640,00;4/6/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50762099,00;7799423,00;4/6/2019 0:00:00;VP Informe;65000;3;144000,00;1;;;
50762863,00;7824466,00;4/6/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50764883,00;7826375,00;4/6/2019 0:00:00;VP Listado;248500;1;248500,00;;;;1
50766899,00;7827027,00;4/6/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50773526,00;7696846,00;5/6/2019 0:00:00;VP Informe;7500;2;42500,00;1;;;
50793410,00;7824463,00;5/6/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50805478,00;7828961,00;5/6/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50816190,00;7829770,00;6/6/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50835737,00;7818519,00;6/6/2019 0:00:00;Bono;500000;2;540000,00;1;1;;
50837832,00;7830952,00;6/6/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
50840417,00;7826514,00;6/6/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
50841933,00;7832144,00;7/6/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50857184,00;7832733,00;7/6/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50889945,00;7463861,00;10/6/2019 0:00:00;VP Informe;65000;2;100000,00;1;;;
50890170,00;7640109,00;10/6/2019 0:00:00;VP Informe;15000;2;30000,00;1;;;
50891113,00;7825088,00;10/6/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50895680,00;7836434,00;10/6/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50899055,00;7836834,00;10/6/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
50908307,00;7837765,00;11/6/2019 0:00:00;VP Informe;15000;10;205000,00;1;;;
50913075,00;7837919,00;11/6/2019 0:00:00;VP Informe;65000;3;218000,00;1;;;
50916664,00;7838351,00;11/6/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50928868,00;7838752,00;12/6/2019 0:00:00;VP Informe;88000;1;88000,00;1;;;
50939967,00;7220851,00;12/6/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
50949884,00;7772493,00;12/6/2019 0:00:00;VP Informe;25000;3;75000,00;1;;;
50955690,00;7193526,00;12/6/2019 0:00:00;VP Informe;40000;2;80000,00;1;;;
50964680,00;7293061,00;12/6/2019 0:00:00;VP Informe;9000;1;9000,00;1;;;
50964762,00;7392709,00;12/6/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50966879,00;7840696,00;12/6/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
50969513,00;7733656,00;13/6/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
50980226,00;7841450,00;13/6/2019 0:00:00;VP Informe;65000;3;145000,00;1;;;
50984831,00;7842055,00;13/6/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
50987244,00;7842698,00;13/6/2019 0:00:00;VP Informe;65000;52;2985000,00;1;;;
50992979,00;7159166,00;13/6/2019 0:00:00;Bono;150000;1;150000,00;;1;;
51001526,00;7842683,00;14/6/2019 0:00:00;VP Informe;25000;3;74000,00;1;;;
51011695,00;7675828,00;14/6/2019 0:00:00;VP Informe;15000;4;80000,00;1;1;;
51015284,00;7844817,00;14/6/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
51017963,00;7478220,00;15/6/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
51023297,00;6899313,00;15/6/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
51023436,00;7844226,00;15/6/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
51028403,00;7315514,00;16/6/2019 0:00:00;VP Informe;25000;2;50000,00;1;;;
51030006,00;7846071,00;17/6/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
51031579,00;7844605,00;17/6/2019 0:00:00;VP Listado;1300000;2;2884600,00;;;;1
51038938,00;7846624,00;17/6/2019 0:00:00;VP Informe;25000;2;34000,00;1;;;
51059194,00;7812316,00;18/6/2019 0:00:00;VP Informe;40000;6;310000,00;1;;;
51060578,00;7844339,00;18/6/2019 0:00:00;VP Informe;40000;2;60000,00;1;;;
51068977,00;7072056,00;18/6/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
51077168,00;7787519,00;19/6/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
51079503,00;6987243,00;19/6/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
51087599,00;7850877,00;19/6/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
51094350,00;7850786,00;19/6/2019 0:00:00;VP Listado;1530760;14;6495781,00;1;1;;1
51096055,00;7850097,00;19/6/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
51101501,00;7851732,00;19/6/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
51104259,00;7835669,00;20/6/2019 0:00:00;VP Informe;40000;3;95000,00;1;;;
51110596,00;7853088,00;20/6/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
51111516,00;7796300,00;20/6/2019 0:00:00;VP Informe;15000;4;195000,00;1;1;;
