IDVENTA;ID_USUARIO;FECHAVENTA;TIPOVENTA;IMPORTE;NUMVENTAS;IMPORTES;VP Informe;BONO;SUSCRIPCION;VP Listado
42615493,00;7091946,00;27/4/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
42620685,00;7092404,00;27/4/2018 0:00:00;VP Informe;35000;2;70000,00;1;;;
42621319,00;7092377,00;27/4/2018 0:00:00;Suscripción;252000;1;252000,00;;;1;
42653625,00;6930080,00;29/4/2018 0:00:00;VP Informe;70000;2;140000,00;1;;;
42657393,00;7095118,00;29/4/2018 0:00:00;VP Informe;35000;2;75000,00;1;;;
42657593,00;7061690,00;29/4/2018 0:00:00;VP Informe;35000;2;105000,00;1;;;
42662457,00;7095412,00;30/4/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42669068,00;6873624,00;30/4/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
42674497,00;7092892,00;30/4/2018 0:00:00;VP Informe;20000;2;108000,00;1;;;
42688996,00;7097369,00;30/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42693163,00;7097871,00;30/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42738508,00;7099718,00;2/5/2018 0:00:00;VP Informe;15000;2;30000,00;1;;;
42745257,00;7100406,00;2/5/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
42747331,00;7100681,00;2/5/2018 0:00:00;VP Informe;15000;2;30000,00;1;;;
42747373,00;7100687,00;2/5/2018 0:00:00;VP Informe;110000;1;110000,00;1;;;
42769570,00;7102492,00;3/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42784773,00;7104093,00;3/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42788582,00;7104579,00;3/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42796475,00;7104977,00;4/5/2018 0:00:00;VP Listado;1459999;1;1459999,00;;;;1
42806840,00;7106092,00;4/5/2018 0:00:00;Suscripción;414000;1;414000,00;;;1;
42813294,00;7106642,00;4/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42813390,00;7104116,00;4/5/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
42823795,00;7006130,00;5/5/2018 0:00:00;VP Informe;15000;2;30000,00;1;;;
42824542,00;7107560,00;5/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42828705,00;7056846,00;5/5/2018 0:00:00;VP Informe;35000;3;125000,00;1;;;
42829296,00;7108395,00;5/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42829630,00;7108434,00;5/5/2018 0:00:00;VP Informe;110000;1;110000,00;1;;;
42848673,00;7103653,00;7/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42850386,00;7109887,00;7/5/2018 0:00:00;VP Informe;110000;1;110000,00;1;;;
42852512,00;7109968,00;7/5/2018 0:00:00;VP Informe;25000;2;65000,00;1;;;
42857742,00;7110376,00;7/5/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
42858560,00;7106269,00;7/5/2018 0:00:00;Bono;150000;1;150000,00;;1;;
42871792,00;6938611,00;7/5/2018 0:00:00;VP Informe;65000;3;150000,00;1;;;
42873243,00;7112034,00;7/5/2018 0:00:00;VP Informe;25000;20;2645000,00;1;1;;
42873708,00;7112070,00;7/5/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
42889655,00;7112840,00;8/5/2018 0:00:00;Bono;300000;25;1020000,00;1;1;;
42892415,00;7113186,00;8/5/2018 0:00:00;Bono;300000;4;555000,00;1;1;;
42897922,00;7113600,00;8/5/2018 0:00:00;Suscripción;330000;8;785000,00;1;1;1;
42900616,00;7113835,00;9/5/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
42907504,00;7114703,00;8/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42910605,00;7096367,00;8/5/2018 0:00:00;VP Informe;35000;5;185000,00;1;;;
42911195,00;7115259,00;9/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42918768,00;7115640,00;9/5/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
42919203,00;7091685,00;9/5/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
42920449,00;7115896,00;9/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42923339,00;7116180,00;9/5/2018 0:00:00;VP Informe;65000;2;130000,00;1;;;
42952228,00;7119010,00;10/5/2018 0:00:00;VP Informe;15000;2;30000,00;1;;;
42965434,00;7119853,00;10/5/2018 0:00:00;Bono;150000;1;150000,00;;1;;
42982218,00;7122726,00;11/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42982472,00;7123238,00;11/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42987056,00;7123536,00;11/5/2018 0:00:00;VP Listado;248500;1;248500,00;;;;1
42990157,00;7123835,00;11/5/2018 0:00:00;VP Informe;35000;3;335000,00;1;1;;
42990368,00;7123846,00;11/5/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
42994428,00;7078659,00;11/5/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
42995592,00;7114179,00;11/5/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
42996864,00;7124411,00;11/5/2018 0:00:00;VP Listado;350030;1;350030,00;;;;1
43032546,00;7126988,00;13/5/2018 0:00:00;VP Informe;35000;2;50000,00;1;;;
43035820,00;7127219,00;13/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43045143,00;7127946,00;14/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43054370,00;6891209,00;15/5/2018 0:00:00;VP Informe;40000;4;120000,00;1;;;
43056845,00;7129037,00;15/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43058267,00;7114798,00;15/5/2018 0:00:00;VP Informe;25000;5;140000,00;1;;;
43060828,00;7129177,00;15/5/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
43063141,00;7129480,00;15/5/2018 0:00:00;Bono;150000;1;150000,00;;1;;
43066622,00;7129737,00;15/5/2018 0:00:00;VP Informe;15000;3;90000,00;1;;;
43068190,00;7126560,00;15/5/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
43072983,00;7130301,00;15/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43073590,00;7129453,00;15/5/2018 0:00:00;Bono;150000;9;1340000,00;1;1;;
43074206,00;7109291,00;15/5/2018 0:00:00;VP Informe;65000;3;130000,00;1;;;
43075659,00;7130592,00;15/5/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
43078057,00;7131003,00;15/5/2018 0:00:00;VP Informe;15000;2;30000,00;1;;;
43079223,00;7131142,00;15/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43095227,00;7132538,00;16/5/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
43095701,00;7132611,00;16/5/2018 0:00:00;VP Informe;65000;2;130000,00;1;;;
43098795,00;7132881,00;16/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43101853,00;7133255,00;16/5/2018 0:00:00;VP Informe;35000;2;105000,00;1;;;
43146792,00;7137205,00;18/5/2018 0:00:00;VP Informe;35000;2;60000,00;1;;;
43152509,00;7137916,00;18/5/2018 0:00:00;Bono;150000;2;175000,00;1;1;;
43155652,00;7138248,00;18/5/2018 0:00:00;VP Informe;32500;2;57500,00;1;;;
43180625,00;7140639,00;19/5/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
43188065,00;7141034,00;20/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43193743,00;7061604,00;20/5/2018 0:00:00;VP Informe;15000;2;40000,00;1;;;
43210895,00;7142431,00;21/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43211766,00;7142478,00;21/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43212632,00;7142604,00;21/5/2018 0:00:00;VP Informe;15000;4;60000,00;1;;;
43216412,00;7142896,00;21/5/2018 0:00:00;VP Listado;248500;1;248500,00;;;;1
43249722,00;7145419,00;22/5/2018 0:00:00;VP Informe;25000;2;40000,00;1;;;
43255121,00;7144831,00;22/5/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
43255401,00;7146034,00;22/5/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
43256389,00;7144998,00;22/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43258810,00;6919064,00;22/5/2018 0:00:00;VP Informe;15000;2;50000,00;1;;;
43260017,00;7146499,00;22/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43260988,00;7146614,00;22/5/2018 0:00:00;VP Informe;35000;2;70000,00;1;;;
43265234,00;7147070,00;22/5/2018 0:00:00;VP Informe;65000;2;130000,00;1;;;
43268844,00;7147460,00;22/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43269321,00;6935261,00;22/5/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
43299259,00;7150649,00;23/5/2018 0:00:00;VP Informe;15000;11;605000,00;1;1;;
43303906,00;7151421,00;23/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43310062,00;7024106,00;24/5/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
43310292,00;7019648,00;25/5/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
43321059,00;7153090,00;24/5/2018 0:00:00;Bono;150000;1;150000,00;;1;;
43321282,00;7153000,00;24/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43322374,00;7109397,00;24/5/2018 0:00:00;VP Informe;15000;2;125000,00;1;;;
43323819,00;7153151,00;24/5/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
43325390,00;7151566,00;24/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43334997,00;7131169,00;25/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43353877,00;7156426,00;25/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43355515,00;7156626,00;25/5/2018 0:00:00;VP Informe;35000;2;70000,00;1;;;
43355617,00;6891714,00;25/5/2018 0:00:00;Bono;500000;2;750000,00;;1;;1
43382060,00;7155641,00;27/5/2018 0:00:00;VP Informe;15000;8;130000,00;1;;;
43384327,00;7159048,00;27/5/2018 0:00:00;VP Informe;35000;2;105000,00;1;;;
43387652,00;7147526,00;27/5/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
43397682,00;7160380,00;28/5/2018 0:00:00;Suscripción;252000;1;252000,00;;;1;
43402231,00;7160912,00;28/5/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
43402601,00;7160708,00;28/5/2018 0:00:00;Bono;150000;1;150000,00;;1;;
43404182,00;7078350,00;28/5/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
43411117,00;7161780,00;28/5/2018 0:00:00;VP Informe;15000;2;80000,00;1;;;
43420883,00;7163154,00;28/5/2018 0:00:00;VP Informe;35000;3;105000,00;1;;;
43425313,00;7163300,00;29/5/2018 0:00:00;Bono;150000;1;150000,00;;1;;
43432075,00;6872102,00;29/5/2018 0:00:00;VP Informe;15000;4;100000,00;1;;;
43432230,00;6993301,00;29/5/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
43436881,00;7148890,00;29/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43438294,00;7164711,00;29/5/2018 0:00:00;Suscripción;414000;6;1814000,00;;1;1;
43440250,00;7164783,00;29/5/2018 0:00:00;VP Informe;35000;4;230000,00;1;;;
43445651,00;7164674,00;29/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43449483,00;7165954,00;29/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43470088,00;7114544,00;30/5/2018 0:00:00;VP Informe;25000;5;300000,00;1;1;;
43473312,00;7147250,00;30/5/2018 0:00:00;VP Informe;65000;7;2632000,00;1;;1;1
43476466,00;7168062,00;30/5/2018 0:00:00;VP Informe;65000;2;130000,00;1;;;
43483388,00;7168855,00;30/5/2018 0:00:00;Suscripción;414000;2;439000,00;1;;1;
43495741,00;7169976,00;31/5/2018 0:00:00;VP Informe;65000;4;130000,00;1;;;
43499181,00;7170348,00;31/5/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
43503399,00;7170819,00;31/5/2018 0:00:00;VP Informe;15000;18;595000,00;1;1;;
43508045,00;7171253,00;31/5/2018 0:00:00;VP Informe;15000;2;80000,00;1;;;
43512494,00;7171675,00;31/5/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43513384,00;7171901,00;31/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43514056,00;7172023,00;31/5/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43533798,00;7174037,00;1/6/2018 0:00:00;Suscripción;252000;7;872000,00;1;1;1;
43535686,00;7174228,00;1/6/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
43548516,00;7175340,00;2/6/2018 0:00:00;VP Informe;35000;2;70000,00;1;;;
43548518,00;7175343,00;2/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43570498,00;7177390,00;4/6/2018 0:00:00;VP Informe;35000;2;70000,00;1;;;
43572229,00;7177653,00;4/6/2018 0:00:00;VP Informe;15000;8;180000,00;1;;;
43577738,00;7178120,00;5/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43596624,00;7180202,00;5/6/2018 0:00:00;VP Listado;1140000;1;1140000,00;;;;1
43597299,00;7167666,00;6/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43602298,00;7175346,00;6/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43626338,00;7029588,00;6/6/2018 0:00:00;VP Informe;65000;4;260000,00;1;;;
43660659,00;7182768,00;7/6/2018 0:00:00;VP Informe;40000;3;255000,00;1;1;;
43665180,00;7186746,00;7/6/2018 0:00:00;VP Informe;15000;2;50000,00;1;;;
43667247,00;7186385,00;7/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43681376,00;7188026,00;8/6/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
43681410,00;7188286,00;8/6/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
43685239,00;7188709,00;8/6/2018 0:00:00;VP Informe;110000;2;175000,00;1;;;
43688798,00;7189018,00;8/6/2018 0:00:00;VP Informe;15000;2;50000,00;1;;;
43694475,00;7189368,00;8/6/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
43706696,00;7190448,00;9/6/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
43710465,00;7189794,00;10/6/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
43712828,00;7190995,00;10/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43722472,00;7191675,00;11/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43737284,00;7193274,00;12/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43738960,00;7187048,00;12/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43752406,00;7195026,00;12/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43764960,00;7186220,00;13/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43765203,00;7196083,00;13/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43766589,00;7196323,00;13/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43768495,00;7173631,00;13/6/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
43775456,00;7197273,00;13/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43791375,00;7198546,00;14/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43796449,00;7179744,00;14/6/2018 0:00:00;VP Informe;65000;3;169000,00;1;;1;
43797023,00;7199018,00;14/6/2018 0:00:00;Suscripción;252000;1;252000,00;;;1;
43808136,00;7200021,00;14/6/2018 0:00:00;Suscripción;252000;1;252000,00;;;1;
43811295,00;7200438,00;14/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43825406,00;7201427,00;15/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43894142,00;7203417,00;16/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43895866,00;7203641,00;16/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43905937,00;7204093,00;17/6/2018 0:00:00;VP Informe;15000;2;50000,00;1;;;
43906419,00;7204405,00;17/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
43934420,00;7205617,00;18/6/2018 0:00:00;VP Informe;25000;4;110000,00;1;;;
43951700,00;7206788,00;18/6/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
43964247,00;7168858,00;19/6/2018 0:00:00;VP Informe;15000;6;90000,00;1;;;
43974433,00;6963631,00;19/6/2018 0:00:00;VP Informe;25000;3;75000,00;1;;;
43979271,00;7208589,00;19/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
43987405,00;7209990,00;20/6/2018 0:00:00;VP Informe;15000;2;30000,00;1;;;
44004411,00;7206325,00;20/6/2018 0:00:00;Suscripción;69000;1;69000,00;;;1;
44010400,00;7129599,00;20/6/2018 0:00:00;VP Informe;15000;3;45000,00;1;;;
44021002,00;7213007,00;21/6/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
44025324,00;6912391,00;21/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44028839,00;7188653,00;21/6/2018 0:00:00;Suscripción;69000;1;69000,00;;;1;
44039179,00;7211871,00;21/6/2018 0:00:00;VP Listado;533920;1;533920,00;;;;1
44045491,00;7084642,00;22/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44062467,00;7216193,00;22/6/2018 0:00:00;VP Listado;1979999;2;3959998,00;;;;1
44062924,00;7213200,00;22/6/2018 0:00:00;Suscripción;414000;1;414000,00;;;1;
44081908,00;7217425,00;23/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44095929,00;7218541,00;24/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44101318,00;7215818,00;25/6/2018 0:00:00;Bono;150000;2;564000,00;;1;1;
44117265,00;7219898,00;25/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44134158,00;7221102,00;26/6/2018 0:00:00;Bono;300000;3;1100000,00;;1;;
44137223,00;7150324,00;26/6/2018 0:00:00;VP Informe;65000;2;135000,00;1;;;
44146127,00;7222043,00;26/6/2018 0:00:00;Suscripción;330000;3;1044000,00;;1;1;
44150839,00;7220422,00;26/6/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
44152390,00;7222741,00;26/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44154833,00;7222615,00;26/6/2018 0:00:00;VP Informe;15000;11;165000,00;1;;;
44165628,00;7223902,00;27/6/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
44169347,00;7224229,00;27/6/2018 0:00:00;VP Informe;35000;2;70000,00;1;;;
44171165,00;7224467,00;27/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44171499,00;7223880,00;27/6/2018 0:00:00;Bono;500000;1;500000,00;;1;;
44192498,00;7225992,00;28/6/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44195817,00;7226234,00;28/6/2018 0:00:00;VP Informe;110000;6;1860000,00;1;1;;
44200679,00;7226483,00;28/6/2018 0:00:00;VP Informe;70000;3;100000,00;1;;;
44204295,00;7172985,00;28/6/2018 0:00:00;VP Informe;25000;4;100000,00;1;;;
44208829,00;7197447,00;28/6/2018 0:00:00;VP Listado;281160;1;281160,00;;;;1
44210379,00;7224177,00;28/6/2018 0:00:00;VP Informe;35000;4;130000,00;1;;;
44212534,00;7227487,00;28/6/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44224286,00;7228278,00;29/6/2018 0:00:00;Bono;150000;1;150000,00;;1;;
44225444,00;7227878,00;29/6/2018 0:00:00;VP Informe;25000;2;90000,00;1;;;
44229313,00;7228732,00;29/6/2018 0:00:00;Bono;300000;6;1800000,00;;1;;
44231139,00;7228934,00;29/6/2018 0:00:00;VP Informe;35000;6;275000,00;1;;;
44254120,00;7230283,00;1/7/2018 0:00:00;VP Informe;35000;2;100000,00;1;;;
44264914,00;7230869,00;2/7/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
44281360,00;7060974,00;3/7/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
44283622,00;7232049,00;3/7/2018 0:00:00;VP Informe;40000;6;265000,00;1;;;
44291979,00;7224628,00;4/7/2018 0:00:00;VP Informe;88000;1;88000,00;1;;;
44303993,00;6888017,00;4/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44305206,00;7234322,00;4/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44306697,00;7221344,00;4/7/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
44311306,00;7163251,00;4/7/2018 0:00:00;VP Informe;65000;4;210000,00;1;;;
44312563,00;6968916,00;4/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44332545,00;7236756,00;5/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44353327,00;7238126,00;6/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44355807,00;7238831,00;6/7/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
44364132,00;7239500,00;6/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44379359,00;7240608,00;7/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44407939,00;7116599,00;9/7/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
44407940,00;7235532,00;9/7/2018 0:00:00;VP Informe;65000;6;275000,00;1;;;
44410519,00;7123648,00;9/7/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
44442378,00;7245554,00;10/7/2018 0:00:00;Suscripción;69000;1;69000,00;;;1;
44462975,00;7247795,00;11/7/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
44492417,00;7250332,00;12/7/2018 0:00:00;Bono;500000;5;2500000,00;;1;;
44492756,00;7105843,00;12/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44506176,00;7249491,00;12/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44510859,00;7252372,00;13/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44513804,00;7252600,00;13/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44518793,00;7252859,00;13/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44519506,00;7253000,00;13/7/2018 0:00:00;VP Informe;15000;2;50000,00;1;;;
44530742,00;7254174,00;13/7/2018 0:00:00;VP Informe;40000;2;55000,00;1;;;
44532333,00;7254421,00;14/7/2018 0:00:00;Suscripción;414000;15;2057000,00;1;1;1;
44546169,00;7256301,00;18/7/2018 0:00:00;VP Informe;35000;2;100000,00;1;;;
44547867,00;7256510,00;16/7/2018 0:00:00;VP Informe;65000;3;125000,00;1;;;
44563914,00;7257972,00;16/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44602856,00;7187355,00;18/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44603033,00;7260745,00;18/7/2018 0:00:00;VP Informe;15000;2;55000,00;1;;;
44629455,00;7263120,00;18/7/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
44638904,00;7263861,00;19/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44641192,00;7264093,00;19/7/2018 0:00:00;VP Informe;35000;3;85000,00;1;;;
44642387,00;7264095,00;19/7/2018 0:00:00;VP Informe;35000;7;245000,00;1;;;
44646227,00;7264316,00;19/7/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
44649564,00;7264601,00;19/7/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
44651763,00;7264883,00;19/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44653330,00;7262200,00;19/7/2018 0:00:00;Bono;300000;1;300000,00;;1;;
44657493,00;7265449,00;23/7/2018 0:00:00;VP Informe;65000;3;115000,00;1;;;
44657710,00;7265419,00;20/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44660899,00;7263373,00;21/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44663727,00;7266718,00;21/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44665508,00;7266935,00;22/7/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
44669842,00;7267692,00;23/7/2018 0:00:00;VP Informe;25000;18;1015000,00;1;1;;
44681318,00;7269044,00;23/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44686918,00;7269559,00;23/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44690388,00;7270100,00;23/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44711626,00;7272103,00;24/7/2018 0:00:00;VP Informe;35000;9;295000,00;1;;;
44714272,00;7272546,00;24/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44714422,00;7272581,00;24/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44714485,00;7270089,00;24/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44715815,00;7272884,00;24/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44721476,00;7273464,00;25/7/2018 0:00:00;VP Listado;324470;1;324470,00;;;;1
44721564,00;7262585,00;25/7/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
44721796,00;7273485,00;25/7/2018 0:00:00;Suscripción;69000;5;384000,00;1;1;1;
44727882,00;7274063,00;25/7/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
44730796,00;7269821,00;25/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44731079,00;6922638,00;25/7/2018 0:00:00;VP Informe;25000;2;65000,00;1;;;
44732908,00;7274626,00;25/7/2018 0:00:00;VP Listado;248500;1;248500,00;;;;1
44747828,00;7276109,00;26/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44749102,00;7276233,00;26/7/2018 0:00:00;VP Informe;15000;2;30000,00;1;;;
44752648,00;7273272,00;26/7/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
44777243,00;7279032,00;27/7/2018 0:00:00;Suscripción;69000;2;139000,00;1;;1;
44783008,00;7279491,00;27/7/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
44800357,00;7281881,00;30/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44802856,00;7282147,00;30/7/2018 0:00:00;VP Listado;248500;2;745500,00;;;;1
44805514,00;7282405,00;30/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44806596,00;7230675,00;30/7/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
44808855,00;7199275,00;30/7/2018 0:00:00;VP Informe;40000;2;105000,00;1;;;
44810639,00;7282972,00;30/7/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
44811645,00;7283125,00;30/7/2018 0:00:00;VP Informe;88000;1;88000,00;1;;;
44817601,00;7283792,00;30/7/2018 0:00:00;VP Listado;248500;1;248500,00;;;;1
44817943,00;7283553,00;30/7/2018 0:00:00;VP Informe;25000;2;50000,00;1;;;
44820370,00;7284051,00;30/7/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
